TableSize
28
CRNum	1100	1101	1127	1128	1105	1102	1103	1126	1125	1107	1152	1109	1112	1106	1108	1123	1136	1137	1151	1131	1146	1147	1148	1149	1150	1117	1144	;
1.30	800	32	72	16	12.7	20	1.13	13.4	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
1.39	900	32	72	16	13.0	20	1.14	13.8	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
1.47	800	32	72	16	13.0	20	1.15	14.0	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
1.56	800	32	72	16	12.9	20	0.75	14.1	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
1.64	800	31	72	16	13.0	20	0.75	14.4	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
1.74	800	31	70	16	12.9	20	0.35	14.5	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
1.83	800	33	70	16	12.9	20	0.35	14.5	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
1.92	800	33	70	16	12.7	20	0.25	14.4	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
2.00	800	34	70	16	12.7	20	0.28	14.3	1.7	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
2.09	800	33	70	16	13.0	20	0.45	14.6	1.7	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
2.19	900	33	70	16	13.0	20	0.12	15.0	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
2.30	900	33	70	16	12.9	20	0.13	15.0	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
2.39	900	32	70	16	12.7	20	0.12	14.6	1.6	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
2.47	900	46	70	16	12.9	31	0.12	14.1	2.4	1	0.0	0	40	205	13.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
2.56	900	90	70	16	12.9	40	0.85	13.9	4.9	3	0.0	0	40	405	8.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
2.67	1100	80	70	16	12.1	20	0.86	13.5	4.1	4	0.0	0	40	310	14.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
2.75	1300	62	70	16	12.7	20	1.15	14.4	2.8	3	0.0	0	40	310	17.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
2.84	1400	46	70	16	13.0	20	1.14	12.1	2.2	2	0.0	0	40	210	18.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
2.92	1300	40	70	16	12.9	20	1.14	11.5	1.9	1	0.0	0	40	210	17.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.00	1300	36	70	16	12.8	20	1.15	10.9	1.8	1	0.0	0	40	210	16.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.11	1300	44	70	16	13.0	21	1.14	10.8	2.2	2	0.0	0	40	210	16.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.19	1300	48	70	16	13.0	21	1.14	11.0	2.3	2	0.0	0	40	210	17.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.27	1400	51	70	16	12.8	21	1.14	10.8	2.4	2	0.0	0	40	210	18.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.36	1400	51	70	16	12.6	22	1.14	10.4	2.4	2	0.0	0	40	210	19.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.45	1500	52	70	16	12.9	22	1.14	11.0	2.4	2	0.0	0	40	215	19.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.56	1500	54	70	16	12.8	21	1.14	12.4	2.6	3	0.0	0	40	215	19.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.64	1400	55	70	16	12.8	21	1.14	12.4	2.5	2	0.0	0	40	210	19.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.72	1400	55	70	16	13.0	22	1.14	12.8	2.5	2	0.0	0	40	210	18.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.83	1300	59	70	16	12.9	22	1.14	13.0	2.8	2	0.0	0	40	210	16.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
3.91	1200	60	68	16	12.8	22	1.14	13.0	2.9	2	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
4.02	1200	63	68	16	12.9	22	1.14	13.1	3.0	2	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
4.09	1100	67	68	16	12.8	22	1.14	13.1	3.2	2	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
4.17	1100	68	68	16	13.0	22	1.14	13.1	3.3	2	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
4.27	1000	70	70	16	12.9	22	1.15	13.1	3.4	2	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
4.38	1000	74	68	16	12.7	22	1.15	13.0	3.6	3	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
4.45	1000	73	68	16	11.2	23	1.14	13.0	3.5	2	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
4.53	1000	74	68	16	12.7	22	1.14	13.1	3.5	2	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
4.64	1000	79	68	16	12.6	24	1.14	13.0	3.8	3	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
4.74	1200	79	68	16	12.8	24	1.12	13.0	3.8	3	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
4.84	1200	78	68	16	12.7	24	1.15	13.1	3.8	3	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
4.92	1200	76	68	16	12.8	24	1.13	13.2	3.7	3	0.0	0	40	310	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.00	1300	76	68	16	12.8	24	1.14	13.2	3.7	3	0.0	0	40	310	16.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.11	1400	72	68	14	12.6	24	1.14	13.0	3.5	4	0.0	0	40	310	17.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.19	1500	69	68	14	12.9	23	1.14	12.6	3.3	3	0.0	0	40	315	19.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.27	1500	70	68	14	12.9	24	1.14	12.6	3.4	3	0.0	0	40	315	18.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.36	1600	71	68	14	13.0	24	1.14	11.9	3.5	4	0.0	0	40	315	19.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.45	1700	69	68	14	12.7	25	1.15	11.9	3.4	4	0.0	0	40	315	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.55	1700	69	68	14	12.8	25	1.14	12.2	3.4	4	0.0	0	40	315	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.64	1700	71	68	14	13.0	25	1.14	12.2	3.5	5	0.0	0	40	315	20.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.72	1800	69	68	14	12.9	26	1.15	12.2	3.4	5	0.0	0	40	315	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.80	1900	71	68	14	12.9	25	1.14	12.2	3.4	5	0.0	0	40	315	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
5.91	1900	64	68	14	12.7	25	1.14	12.2	3.0	4	0.0	0	40	315	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.00	1900	64	68	14	12.9	25	1.14	12.0	3.1	5	0.0	0	40	320	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.09	2000	60	68	14	12.8	24	1.14	12.0	2.9	4	0.0	0	40	320	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.17	2000	60	68	14	12.9	24	1.15	12.1	2.9	4	0.0	0	40	320	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.27	2100	63	68	14	12.9	26	1.14	11.8	3.0	5	0.0	0	40	320	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.38	2200	64	68	14	12.8	26	1.14	11.9	3.1	5	0.0	0	40	320	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.45	2200	66	68	14	12.8	26	1.14	12.2	3.2	5	0.0	0	40	320	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.53	2200	66	68	14	12.9	27	1.14	12.8	3.2	5	0.0	0	40	320	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.64	2300	71	68	14	12.8	28	1.15	12.7	3.5	7	0.0	0	40	320	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.72	2400	69	70	14	12.9	28	1.15	12.7	3.5	7	0.0	0	40	320	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.83	2400	71	68	14	12.9	30	1.14	13.0	3.7	7	0.0	0	40	320	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.91	2500	75	68	14	12.6	30	1.14	13.0	3.7	7	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
6.99	2600	78	68	14	12.9	31	1.14	12.8	3.9	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.09	2700	79	68	14	12.7	31	1.14	12.6	3.9	8	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.19	2700	80	70	14	12.7	32	1.14	12.5	4.0	9	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.27	2800	80	68	14	12.8	31	1.14	12.7	4.0	9	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.36	2900	81	70	14	12.7	33	1.14	12.6	4.1	9	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.45	3000	81	68	14	12.6	33	1.14	12.4	4.1	10	0.0	0	40	330	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.53	3100	82	70	14	12.8	33	1.15	12.4	4.1	10	0.0	0	40	330	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.63	3100	81	70	14	12.6	33	1.14	12.4	4.1	10	0.0	0	40	330	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.70	3200	82	70	14	12.6	33	1.14	12.4	4.2	11	0.0	0	40	330	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.78	3300	83	70	14	12.7	33	1.12	12.2	4.2	11	0.0	0	40	330	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.88	3400	83	70	14	12.7	34	1.14	12.3	4.3	11	0.0	0	40	330	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
7.97	3400	85	70	14	12.8	34	1.15	12.4	4.4	12	0.0	0	40	335	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
8.05	3500	87	70	14	12.6	35	1.14	12.4	4.5	13	0.0	0	40	335	20.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
8.14	3600	88	70	14	12.5	35	1.13	12.2	4.6	13	0.0	0	40	335	20.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
8.23	3700	89	70	14	12.6	35	1.14	11.6	4.6	14	0.0	0	40	335	20.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
8.33	3800	100	70	14	12.8	44	1.15	11.5	5.6	17	0.0	0	40	435	15.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
8.42	4000	115	70	14	12.7	56	1.14	11.7	7.0	22	0.0	0	40	440	13.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
8.50	4100	124	70	14	12.7	73	1.13	11.0	7.4	25	0.0	0	40	540	10.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
8.58	4100	130	70	14	12.7	87	1.14	9.8	7.9	26	0.0	0	40	540	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
8.69	4300	138	70	14	12.7	100	1.14	9.3	8.1	30	0.0	0	40	540	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
8.77	4500	144	70	14	12.6	100	1.14	9.8	8.6	33	0.0	0	40	545	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
8.88	4600	152	70	14	12.7	100	1.15	10.6	9.3	37	0.0	0	40	645	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
8.95	4900	153	70	14	12.5	100	1.14	11.6	9.4	37	0.0	0	40	645	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
9.03	5000	152	70	14	12.7	100	1.15	11.6	9.4	41	0.0	0	40	650	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
9.14	5200	151	70	14	12.6	100	1.12	11.0	9.4	41	0.0	0	40	650	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
9.23	5400	152	70	14	12.6	100	1.14	10.9	9.0	41	0.0	0	40	655	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
9.31	5700	149	70	14	12.6	100	1.15	11.0	8.5	41	0.0	0	40	555	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
9.41	5700	152	70	14	12.6	100	1.15	11.2	8.5	43	0.0	0	40	655	10.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
9.50	5800	101	70	14	12.3	20	1.13	11.1	3.2	27	0.0	0	40	455	15.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Closed	I	;
9.58	5600	32	70	14	12.4	20	1.13	11.1	1.8	8	0.0	0	40	255	33.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Closed	I	;
9.69	5400	23	70	14	12.6	20	1.14	11.5	0.0	0	0.0	0	40	155	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
9.77	5200	19	70	14	12.6	20	1.14	10.5	0.0	0	0.0	0	40	150	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
9.84	5200	16	70	14	12.7	20	1.15	10.3	0.0	0	0.0	0	40	150	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
9.95	4900	15	70	14	12.7	24	1.15	11.6	0.9	0	0.0	0	40	145	35.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.03	4800	94	70	14	12.7	60	1.14	12.1	6.6	25	0.0	0	40	445	17.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.13	4400	110	70	14	12.7	82	1.14	12.0	6.9	24	0.0	0	40	445	14.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.20	4000	123	70	14	12.4	100	1.13	10.4	8.3	27	0.0	0	40	540	11.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.30	3600	133	70	14	12.6	100	1.13	10.3	8.7	25	0.0	0	40	535	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.39	3600	136	70	14	12.6	100	1.13	9.9	8.9	27	0.0	0	40	535	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.47	3800	139	70	14	12.7	100	1.14	10.1	9.0	28	0.0	0	40	535	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.55	3800	143	70	14	12.5	100	1.13	10.2	9.6	30	0.0	0	40	535	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.64	3900	145	70	14	12.7	100	1.14	10.2	9.6	31	0.0	0	40	535	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.73	4000	147	70	14	12.7	100	1.15	10.2	9.8	32	0.0	0	40	540	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.83	3900	151	70	14	12.5	100	1.13	10.1	9.2	31	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
10.92	4100	151	70	14	12.5	100	1.12	10.0	9.2	32	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
11.00	4100	151	70	14	12.7	100	1.15	10.0	8.7	30	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
11.11	4300	152	70	14	12.7	100	1.15	10.5	8.8	30	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
11.19	4400	151	70	14	12.5	100	1.13	10.8	8.5	30	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
11.28	4300	152	70	14	12.7	100	1.15	11.1	8.5	31	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
11.38	4400	151	70	14	12.5	100	1.11	11.2	8.4	31	0.0	0	40	645	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
11.45	4500	152	70	14	12.7	100	1.11	11.5	8.3	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
11.55	4500	151	72	14	12.5	100	1.12	11.5	8.3	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
11.66	4600	151	72	14	12.6	100	1.14	11.7	8.3	33	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
11.73	4600	152	72	14	12.7	100	1.15	11.9	8.3	33	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
11.81	4900	152	72	14	12.7	100	1.15	11.8	8.3	33	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
11.92	4900	152	72	14	12.7	100	1.15	12.0	8.3	34	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.00	5000	152	72	14	12.6	100	1.14	11.9	8.3	34	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.08	5100	152	72	14	12.6	100	1.12	11.8	8.3	34	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.19	5000	152	72	14	12.7	100	1.15	12.1	8.4	36	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.27	5100	151	72	16	12.6	100	1.12	12.2	8.3	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.36	5300	152	72	16	12.5	100	1.13	12.0	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.45	5300	153	72	16	12.6	100	1.14	12.0	8.4	37	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.53	5400	152	72	16	12.4	100	1.14	12.0	8.4	37	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.61	5400	152	72	16	12.5	100	1.12	12.0	8.4	39	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.72	5500	151	72	16	12.4	100	1.13	11.9	8.4	39	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.80	5600	154	72	16	12.6	100	1.14	11.9	8.5	41	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.91	5600	151	72	16	12.5	100	1.11	11.6	8.4	39	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
12.98	5800	150	72	16	12.5	100	1.14	11.5	8.3	39	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
13.06	5900	153	72	16	12.6	100	1.15	11.5	8.5	41	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
13.17	5900	153	72	16	12.6	100	1.15	11.7	8.5	42	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
13.25	6000	150	72	16	12.6	100	1.15	11.5	8.4	41	0.0	0	40	660	9.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
13.34	6100	151	72	16	12.5	100	1.14	11.5	8.5	42	0.0	0	40	660	10.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
13.44	6100	148	72	16	12.3	100	1.13	11.2	8.2	42	0.0	0	40	555	10.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
13.52	6000	98	72	16	12.5	20	1.15	11.1	5.5	28	0.0	0	40	460	16.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Closed	I	;
13.61	6000	34	72	14	12.6	20	1.14	11.1	1.9	11	0.0	0	40	255	33.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Closed	I	;
13.69	5700	26	72	14	12.6	20	1.14	11.5	0.0	0	0.0	0	40	155	34.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
13.77	5500	21	72	14	12.5	20	1.14	10.3	0.0	0	0.0	0	40	155	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
13.84	5400	17	72	14	12.7	20	1.15	10.0	0.0	0	0.0	0	40	150	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
13.94	5300	15	72	14	12.7	20	1.14	10.1	0.0	0	0.0	0	40	150	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Open	I	;
14.03	4800	100	72	14	12.7	73	1.15	11.0	6.8	26	0.0	0	40	445	15.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.14	4300	115	72	14	12.7	91	1.13	11.9	7.8	27	0.0	0	40	440	13.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.22	3900	124	72	16	12.8	100	1.14	10.0	8.2	26	0.0	0	40	535	10.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.30	4100	131	72	16	12.6	100	1.14	9.6	8.8	30	0.0	0	40	540	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.38	4000	138	74	16	12.7	100	1.15	9.7	9.5	30	0.0	0	40	540	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
